C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_08_865.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_08_865.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_08_865.jpg, 0, 0, 0, 7.882853E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_08_966.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_08_966.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_08_966.jpg, 0, 0, 0, 8.153349E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_066.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_066.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_066.jpg, 0, 0, 0, 7.825075E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_169.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_169.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_169.jpg, 0, 0, 0, 8.399294E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_271.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_271.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_271.jpg, 0, 0, 0, 7.814711E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_372.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_372.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_372.jpg, 0, 0, 0, 7.834944E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_474.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_474.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_474.jpg, 0, 0, 0, 7.894421E-05
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_576.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_576.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_576.jpg, 0, 0.2039835, 0, 0.08687292
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_676.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_676.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_676.jpg, 0, 0.4987794, 0, 0.556721
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_776.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_776.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_776.jpg, 0, 0.8053092, 0, 1.339092
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_880.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_880.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_880.jpg, -0.2163933, 1, 0, 2.459708
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_09_984.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_09_984.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_09_984.jpg, -0.5169573, 1, 0, 3.606326
C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\center_2023_03_18_14_47_10_084.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\left_2023_03_18_14_47_10_084.jpg, C:\Users\aydin\Documents\projects\behavioral-cloning\Data\IMG\right_2023_03_18_14_47_10_084.jpg, -0.4845128, 1, 0, 4.754618
